Places,Notes,Formatted address,Latitude,Longitude,Postal code,City,Country,Region,Department,Department number
Rakonitz (Čechy),,"Rakovnik, Czechia",50.106123,13.7396623,,Rakovnik,Czechia,Central Bohemian Region,Rakovník District,Rakovník District
"Rasna, BSSR",,"Ryasna, Belarus",54.0100581,31.1952478,,Ryasna,Belarus,Mogilev Region,Drybin District,Drybin District
Rathodorf (Čechy),,,,,,,,,,
"Ratnyčia, arch. Vilnen.",,"Ratnyčios g., Vilnius, Lithuania",54.7064473,25.2794097,,Vilnius,Lithuania,Vilniaus apskritis,Vilniaus miesto savivaldybė,Vilniaus m. sav.
"Ratzlawitz (Neunkirchen, Morava)",,"751 11 Radslavice, Czechia",49.4781685,17.5165667,751 11,Radslavice,Czechia,Olomouc Region,Přerov District,Přerov District
Rechang (Luxembourg),,,,,,,,,,
"Rečica (Minsk, BSSR)",,"Minsk, Belarus",53.9006011,27.558972,,Minsk,Belarus,Minsk Region,Minsk Region,Minsk Region
Reichenbach (Schlessien),,"Dzierżoniów, Poland",50.7308605,16.6567892,58,Dzierżoniów,Poland,Lower Silesian Voivodeship,Dzierżoniów County,Dzierżoniów County
Reining (H-Rhin),,,,,,,,,,
Renzi (Albania),,Albania,41.153332,20.168331,,,Albania,,,
Robousy (Čechy),,"Robousy, 506 01 Jičín, Czechia",50.4329381,15.3975744,506 01,Jičín,Czechia,Královéhradecký kraj,Jičín,Jičín
"Rogi, Rzcsz.",,,,,,,,,,
Rohrbach (qualis? O.Ö.),,,,,,,,,,
Rojau (Čechy),,"Rájov, 353 01 Mnichov, Czechia",49.9971535,12.7627175,353 01,Mnichov,Czechia,Karlovy Vary Region,Cheb District,Cheb District
Rose Hill (Maurice),,,,,,,,,,
Roštění (Morava),,"768 43 Roštění, Czechia",49.3669041,17.5384952,768 43,Roštění,Czechia,Zlin Region,Kroměříž District,Kroměříž District
Roudnice nad Labem (Čechy),,"Máchova, 413 01 Roudnice nad Labem, Czechia",50.4245017,14.2561644,413 01,Roudnice nad Labem,Czechia,Ústecký kraj,Litoměřice,Litoměřice
Roždálovice (Čechy),,"289 34 Rožďalovice, Czechia",50.3047644,15.1696238,289 34,Rožďalovice,Czechia,Central Bohemian Region,Nymburk District,Nymburk District
RSFSR,,,,,,,,,,
Rückersdorf (Čechy),,"464 01 Dolní Řasnice, Czechia",50.945687,15.1686857,464 01,Dolní Řasnice,Czechia,Liberec Region,Liberec District,Liberec District
Rusta de'Forti,,,,,,,,,,
Ružmberk (Čechy),,"Státní hrad Rožmberk, 382 18 Rožmberk nad Vltavou, Czechia",48.6560958,14.3651455,381 18,Rožmberk nad Vltavou,Czechia,Jihočeský kraj,Český Krumlov,Český Krumlov
"Rzew, RSFSR",,"Rzhev, Tver Oblast, Russia",56.2583967,34.3283487,,Rzhev,Russia,Tver Oblast,Gorod Rzhev,Gorod Rzhev
S. Caledonio (Malta),,,,,,,,,,
S. Salvadore de Joanne,,,,,,,,,,
S.Pedro d'Augustem,,,,,,,,,,
Sabuchnutz (Österreich),,,,,,,,,,
Sakiapang (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Samgorodak USSR,,,,,,,,,,
"Samoschipe, RSFSR, in bello",,,,,,,,,,
Samotisky ad Sv.Kopeček (Morava),,"779 00 Samotišky, Czechia",49.6304217,17.3280724,779 00,Samotišky,Czechia,Olomouc Region,Olomouc District,Olomouc District
San Caledonio (Malta),,,,,,,,,,
Sanctavalha (Traz-os-Montes),,,,,,,,,,
Sanlikiai (Anhwei),,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
Sao Ignacio do Cahy,,,,,,,,,,
"Sapadnaja-Liza, RSFSR",,"Reka Zapadnaya Litsa, Murmansk Oblast, Russia",69.3573873,32.1480791,,,Russia,Murmansk Oblast,,
Sarakanei (India),,,,,,,,,,
Saratice (Morava),,"683 52 Šaratice, Czechia",49.1174635,16.8035127,683 52,Šaratice,Czechia,South Moravian Region,Vyškov District,Vyškov District
"Saratów, RSFSR",,"Saratov, Saratov Oblast, Russia",51.5461754,46.0154123,,Saratov,Russia,Saratov Oblast,Gorod Saratov,Gorod Saratov
Sawersdorf (Morava),,"742 21 Závišice, Czechia",49.6132567,18.1030139,742 21,Závišice,Czechia,Moravian-Silesian Region,Nový Jičín District,Nový Jičín District
Sayadi,,,,,,,,,,
Sayona,,,,,,,,,,
Schanghai,,"Shanghai, China",31.230416,121.473701,,Shanghai,China,Shanghai,,
Schelchowitz (Čechy),,"783 91 Želechovice, Czechia",49.754096,17.1439469,783 91,Želechovice,Czechia,Olomouc Region,Olomouc District,Olomouc District
Schlawa (Schlesien),,"Sława, Poland",51.8759458,16.0718133,67,Sława,Poland,Lubusz Voivodeship,Wschowa County,Wschowa County
Schloss Freybühel,,,,,,,,,,
Schmiedeberg (Schlesien),,"Kowary, Poland",50.7798051,15.8470487,58,Kowary,Poland,Dolnośląskie,jeleniogórski,jeleniogórski
Schömberg (Schlesien),,"Chełmsko Śląskie, Poland",50.6642375,16.0731221,58,Chełmsko Śląskie,Poland,Lower Silesian Voivodeship,Kamienna Góra County,Kamienna Góra County
Schönlinde ad Rumburg (Čechy),,"408 01 Rumburk, Czechia",50.953425,14.5551548,408 01,Rumburk,Czechia,Ústí nad Labem Region,Děčín District,Děčín District
Schönwitz (Schlesien),,"Karczów, Poland",50.7024133,17.7867813,46,Karczów,Poland,Opole Voivodeship,Opolski,Opolski
Schwadowitz (Čechy),,"542 34 Malé Svatoňovice, Czechia",50.5339443,16.0497864,542 34,Malé Svatoňovice,Czechia,Hradec Králové Region,Trutnov District,Trutnov District
"Sebež, BSSR",,"Sebezh, Pskov Oblast, Russia",56.2879589,28.4637918,,Sebezh,Russia,Pskov Oblast,Sebezhsky District,Sebezhsky District
Seeborn,,,,,,,,,,
Seihien (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Seking (Chine),,China,35.86166,104.195397,,,China,,,
Šenov (Čechy),,"739 34 Šenov, Czechia",49.7931487,18.3760739,739 34,Šenov,Czechia,Moravian-Silesian Region,Ostrava-City District,Ostrava-City District
Sepuo (Polska),,,,,,,,,,
Setcheou (Anhwei),,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
Seutchoang (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Shaghai,,"Shanghai, China",31.230416,121.473701,,Shanghai,China,Shanghai,,
Shanghai (origine germanus),,"Shanghai, China",31.230416,121.473701,,Shanghai,China,Shanghai,,
Shanghai (res. Yangkingpang),,"Shanghai, China",31.230416,121.473701,,Shanghai,China,Shanghai,,
"Shanghai, in carcere",,"Shanghai, China",31.230416,121.473701,,Shanghai,China,Shanghai,,
Sheffield (New York),,,,,,,,,,
"Shiuhing (Kwangtung, Chine)",,"Zhaoqing, Guangdong Province, China",23.047191,112.465091,,Zhaoqing,China,Guangdong Province,,
Shkodër,,"Shkodër, Albania",42.0692985,19.5032559,,Shkodër,Albania,Shkodër County,,
Shkodër - Toplana ,,"Rruga Kolë Heqimi 4001, Shkodër, Albania",42.0729841,19.5213021,,Shkodër,Albania,Qarku i Shkodrës,Shkodër,Shkodër
Shutcheng (Anhwei),,"Shucheng County, Lu'an, Anhui, China",31.462234,116.948736,,Lu'an,China,Anhui,,
Si Hotéou (China),,,,,,,,,,
Sichem (Brabant),,,,,,,,,,
Sienshien,,"Xian County, Cangzhou, Hebei, China",38.190185,116.122725,,Cangzhou,China,Hebei,,
Simonino (RSFSR),,,,,,,,,,
Sineč (Čechy),,Czechia,49.817492,15.472962,,,Czechia,,,
Sintchoang (Sienhsien),,China,35.86166,104.195397,,,China,,,
Siofan (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Sira,,,,,,,,,,
Sitim (Haimen),,"Haimen, Nantong, Jiangsu, China",31.871173,121.181615,,Nantong,China,Jiangsu,,
Siuentsiuen (Anwhei),,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
"Siwangkiatchoang (Chenntcheou, Hopeh)",,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
"Siweichiachuang (Sienhsien, Hopeh)",,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Škevonis pr Birštonas,,"Birštonas, Lithuania",54.6065509,24.034789,,Birštonas,Lithuania,Kaunas County,Birštonas Municipality,Birštonas Municipality
"Skole, USSR",,,,,,,,,,
Skuhrco pr Pribram (Cechy),,"Příbram, Czechia",49.685432,13.9989449,,Příbram,Czechia,Central Bohemian Region,Příbram District,Příbram District
Slabez (Čechy),,,,,,,,,,
Slavkovice (Cechy),,"Slavkovice, 398 04 Mišovice, Czechia",49.4917845,14.0204841,398 04,Mišovice,Czechia,Jihočeský kraj,Písek,Písek
Slavkovice (Čechy),,"Slavkovice, 398 04 Mišovice, Czechia",49.4917845,14.0204841,398 04,Mišovice,Czechia,Jihočeský kraj,Písek,Písek
"Slonim, BSSR.",,"Slonim, Belarus",53.0920949,25.318913,,Slonim,Belarus,Hrodna Region,Slonim District,Slonim District
"Sluknov (Dečin, Čechy)",,"Šluknov, Czechia",51.0036925,14.4525992,,Šluknov,Czechia,Ústí nad Labem Region,Děčín District,Děčín District
"Smolance, Li. SSR",,,,,,,,,,
"Smolensk, RSFSR",,"Smolensk, Smolensk Oblast, Russia",54.7903112,32.0503663,,Smolensk,Russia,Smolensk Oblast,Gorod Smolensk,Gorod Smolensk
Sobáčov (Morava),,"Sobáčov, 783 21 Mladeč, Czechia",49.6980157,17.0365397,783 21,Mladeč,Czechia,Olomouc Region,Olomouc District,Olomouc District
Sobenitz (Čechy),,"Soběnice, 411 45 Liběšice, Czechia",50.5697303,14.2428188,411 45,Liběšice,Czechia,Ústecký kraj,Litoměřice,Litoměřice
Sokolov (Čechy),,"356 01 Sokolov, Czechia",50.1745286,12.6598918,356 01,Sokolov,Czechia,Karlovy Vary Region,Sokolov District,Sokolov District
Songkang (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Songkaong (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Soosaiapparpatnam (dc Madhuraien),,,,,,,,,,
Sordieiro (Minho),,,,,,,,,,
Sousaiaperpatnam (dc Madhuraien),,,,,,,,,,
Soutcheou (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Soutchoang (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Soutseu (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Srebernik,,,,,,,,,,
Srlin (Čechy),,"Srlín, 398 43 Bernartice, Czechia",49.3764015,14.44852,398 43,Bernartice,Czechia,Jihočeský kraj,Písek,Písek
St-Alban,,,,,,,,,,
St-Felix,,,,,,,,,,
St-Férnol ,,,,,,,,,,
St-Maurice,,,,,,,,,,
"St, Lorenzen i.d. Wüste (Steiermark)",,,,,,,,,,
St. George's I.P.E.,,,,,,,,,,
St.Denis,,,,,,,,,,
Sta. Andrä,,,,,,,,,,
Sta. Anna del Sirivo (Brasil),,,,,,,,,,
Štahlavy (Čechy),,"Šťáhlavy, Czechia",49.6755587,13.5039474,,Šťáhlavy,Czechia,Plzeň Region,Plzeň-City District,Plzeň-City District
Stajka (Albania),,"Stajkë, Albania",41.9878234,19.5865629,,Stajkë,Albania,Shkodër County,Shkodër,Shkodër
Stani (Unterwalden),,,,,,,,,,
"Stara Mazovic, Jug.",,,,,,,,,,
Staré Měśto pr Uh. Hradiště (Morava),,"Jezuitská 1885, 686 03 Staré Město, Czechia",49.078533,17.444109,686 03,Staré Město,Czechia,Zlínský kraj,Uherské Hradiště,Uherské Hradiště
"Staroe Selo, BSSR",,"Staroe Selo, Belarus",52.0846939,24.0991493,,Staroe Selo,Belarus,Brest Region,Zhabinka District,Zhabinka District
Sternberk (Morava),,"785 01 Šternberk, Czechia",49.7304416,17.2988946,785 01,Šternberk,Czechia,Olomouc Region,Olomouc District,Olomouc District
Stockhop (Deutschland),,,,,,,,,,
Stojaniči (Vitebsk),,"Viciebsk, Belarus",55.1926809,30.206359,,Viciebsk,Belarus,Vitebsk Region,Vitsebsk District,Vitsebsk District
"Stojanici, BSSR",,,,,,,,,,
Stonawa,,"735 34 Stonava, Czechia",49.8169108,18.525186,735 34,Stonava,Czechia,Moravian-Silesian Region,Karviná District,Karviná District
Stonawa (qualis Polska),,"735 34 Stonava, Czechia",49.8169108,18.525186,735 34,Stonava,Czechia,Moravian-Silesian Region,Karviná District,Karviná District
Strachowitz (dc Budovicen),,,,,,,,,,
Stramberk (Morava),,"742 66 Štramberk, Czechia",49.591805,18.1174211,742 66,Štramberk,Czechia,Moravian-Silesian Region,Nový Jičín District,Nový Jičín District
Stříbrnice (Morava),,"Stříbrnice, 788 32 Stare Mesto, Czechia",50.1791701,16.9015923,788 32,Stare Mesto,Czechia,Olomouc Region,Šumperk District,Šumperk District
Studenec ,,"Studenec, Czechia",50.5534432,15.5493703,,Studenec,Czechia,Liberec Region,Semily District,Semily District
Subacius (Li SSR),,"Subačius, Lithuania",55.767723,24.750214,,Subačius,Lithuania,Panevėžys County,Kupiškis District Municipality,Kupiškis District Municipality
"Succosa, Pue.",,,,,,,,,,
Süchow (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Suitung (Anhwei),,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
Suitung (Wu-hu),,"Wuhu, Anhui, China",31.352859,118.432941,,Wuhu,China,Anhui,,
Sul (Visen),,,,,,,,,,
Šumperk (Morava),,"787 01 Šumperk, Czechia",49.9778407,16.9717754,787 01,Šumperk,Czechia,Olomouc Region,Šumperk District,Šumperk District
Sušice (Čechy),,"342 01 Sušice, Czechia",49.2316758,13.5204093,342 01,Sušice,Czechia,Plzeň Region,Klatovy District,Klatovy District
Sussetz (Schlesien),,"Gmina Suszec, Poland",50.0320931,18.8460927,43,,Poland,Silesian Voivodeship,Pszczyna County,Pszczyna County
Sv. Hostýn (Morava),,"Hostýn, 768 72 Chvalčov, Czechia",49.3769444,17.7,768 72,Chvalčov,Czechia,Zlin Region,Kroměříž District,Kroměříž District
Svatá Sidonie,,"763 34 Sidonie, Czechia",49.053611,18.085278,763 34,Sidonie,Czechia,Zlin Region,Zlín District,Zlín District
Svätý Kopeček (Morava),,"779 00 Svatý Kopeček, Czechia",49.62859,17.337515,779 00,Svatý Kopeček,Czechia,Olomouc Region,Olomouc District,Olomouc District
Svaty-Jan (Sl.sko),,"Svatý Jan pod Skalou, Czechia",49.9689113,14.133172,,Svatý Jan pod Skalou,Czechia,Central Bohemian Region,Beroun District,Beroun District
Švencionýs (Vilnius),,"Švenčionys, Lithuania",55.1345728,26.1596885,,Švenčionys,Lithuania,Vilnius County,Švenčionys District Municipality,Švenčionys District Municipality
Svet Miletić (Jug.),,,,,,,,,,
Svitavy (Morava),,"569 34 Rychnov na Moravě, Czechia",49.8291439,16.6401143,569 34,Rychnov na Moravě,Czechia,Pardubice Region,Svitavy District,Svitavy District
Syneč pr Český Brod (Čechy),,"Syneč, 281 63 Krupá, Czechia",50.0284317,14.8891757,281 63,Krupá,Czechia,Central Bohemian Region,Kolín District,Kolín District
"Szuhalejów, BSSR",,,,,,,,,,
T'aiho (Anhwei),,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
T'ousèwè (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Tábor (Čechy),,"Tabor, Czechia",49.4129888,14.6774664,,Tabor,Czechia,South Bohemian Region,Tábor District,Tábor District
Tafondru (Madagascar),,,,,,,,,,
Tagueudang (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Taichow (Kiangsu),,"Taizhou, Zhejiang, China",28.65638,121.42076,,Taizhou,China,Zhejiang,,
Taimingfou (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Taimingiou (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Taino (Anhwei),,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
Taitaoleou (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Tallin (Estonskaia SSR),,"Tallinn, Estonia",59.4369608,24.7535747,,Tallinn,Estonia,Harju County,,
Taming (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Tamingfou (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Tamingfu (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Tamongkiao (Anhwei),,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
Tangmoukiao (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Taotsikieng,,,,,,,,,,
"Taranuschin, RSFSR, in bello",,,,,,,,,,
Tarbielles (Landes),,,,,,,,,,
"Tartu, ESSR",,"Tartu, Estonia",58.377983,26.7290383,,Tartu,Estonia,Tartu County,,
"Tasan (Taose, Kiangsu)",,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Tassari,,,,,,,,,,
"Tatarsk, RSFSR",,"Tatarsk, Novosibirsk Oblast, Russia",55.1936526,75.9684541,,Tatarsk,Russia,Novosibirsk Oblast,Gorod Tatarsk,Gorod Tatarsk
Taur,,,,,,,,,,
Tchangkiatchoang (Sienhsien),,"Xian County, Cangzhou, Hebei, China",38.190185,116.122725,,Cangzhou,China,Hebei,,
Tchangkiatchvang (Sienhsien),,"Xian County, Cangzhou, Hebei, China",38.190185,116.122725,,Cangzhou,China,Hebei,,
Tchangtong (Chine),,China,35.86166,104.195397,,,China,,,
Tchankiatchoang (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Tchankiatchoang (Sienhsien),,,,,,,,,,
Tchaokiatchoang (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Tchaokiatchoang (Sienhsien),,,,,,,,,,
"Tchoukiaho (Kingtcheou, Chine)",,"Zhujiahe, Yuexi County, Anhui, Anqing, Anhui, China",31.150369,116.384325,,Anqing,China,Anhui,,
Tchoukiatchai (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Tchoungking (Hopeh),,"Chongqing, China",29.4315861,106.912251,,Chongqing,China,Chongqing,,
Techlowitz (Čechy),,"252 17 Tachlovice, Czechia",50.0144549,14.2406882,252 17,Tachlovice,Czechia,Central Bohemian Region,Prague-West District,Prague-West District
Telč,,"588 56 Telč, Czechia",49.1832383,15.4542731,588 56,Telč,Czechia,Vysocina Region,Jihlava District,Jihlava District
Temin (Deutschland),,,,,,,,,,
Teplice (Čechy),,"Teplice, Czechia",50.6444579,13.835284,,Teplice,Czechia,Ústí nad Labem Region,Teplice District,Teplice District
Terezín (Čechy),,"Principova alej 304, 411 55 Terezín, Czechia",50.5137361,14.1646197,411 55,Terezín,Czechia,Ústecký kraj,Litoměřice,Litoměřice
Terselli,,,,,,,,,,
Těšnovice (a Fešetic) Morava,,"Těšnovice, 767 01 Kroměříž, Czechia",49.2644036,17.4179257,767 01,Kroměříž,Czechia,Zlin Region,Kroměříž District,Kroměříž District
Thangkiathoang (Sienhsien),,"Xian County, Cangzhou, Hebei, China",38.190185,116.122725,,Cangzhou,China,Hebei,,
Thaouïta (Liban),,,,,,,,,,
Thomnitz (Schlesien),,"Tomice, Poland",49.900981,19.4723789,32,Tomice,Poland,Lesser Poland Voivodeship,Wadowice County,Wadowice County
Tientsin,,"Tianjin, China",39.3433574,117.3616476,,Tianjin,China,Tianjin,,
Tientsin (Chine),,"Tianjin, China",39.3433574,117.3616476,,Tianjin,China,Tianjin,,
Tirana (Albanie),,"Tirana, Albania",41.3275459,19.8186982,,Tirana,Albania,Tirana County,Tirana,Tirana
Tištín (Morava) ,,"798 29 Tištín, Czechia",49.3068877,17.1654048,798 29,Tištín,Czechia,Olomouc Region,Prostějov District,Prostějov District
Toma,,,,,,,,,,
Tomašgorod (Wolyn),,,,,,,,,,
Tonchiennes,,,,,,,,,,
Tongkadou (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Tongkoly (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Tóš Narešd (Slovensko),,,,,,,,,,
Tou Kiat'oenn (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Tourmai,,,,,,,,,,
Touséwé pr Zikawei,,"Xujiahui, Xuhui District, Shanghai, China",31.194503,121.437516,,,China,Shanghai,,
Tranchiennes,,,,,,,,,,
Traplice ad Uherske-Hradišté (Morava),,"687 04 Traplice, Czechia",49.1308764,17.4362252,687 04,Traplice,Czechia,Zlin Region,Uherske Hradiste,Uherske Hradiste
Trebic (Čechy),,"674 01 Třebíč, Czechia",49.2147869,15.8795516,674 01,Třebíč,Czechia,Vysocina Region,Třebíč District,Třebíč District
Trebová (Morava),,"Moravská Třebová, Czechia",49.7575973,16.6635314,,Moravská Třebová,Czechia,Pardubice Region,Svitavy District,Svitavy District
Trembatschau (Schlesien),,"63-642 Trębaczów, Poland",51.2159385,17.8030307,63-642,Trębaczów,Poland,Greater Poland Voivodeship,Kępno County,Kępno County
Trimany ad Horovice (Čechy),,"268 01 Horovice, Czechia",49.8359777,13.9026888,268 01,Horovice,Czechia,Central Bohemian Region,Beroun District,Beroun District
Trmantice (Čechy),,"751 15 Čechy, Czechia",49.4290545,17.5343342,751 15,Čechy,Czechia,Olomouc Region,Přerov District,Přerov District
Trnovany ad Teplice (Cechy),,"Teplice v Čechách, Nádražní nám. 599/53, 415 01 Teplice, Czechia",50.646401,13.829581,415 01,Teplice,Czechia,Ústecký kraj,Teplice,Teplice
"Troitzkoje, RSFSR",,"Troitskoye, Kaluga Oblast, Russia, 249185",54.8732242,37.1170793,249185,Troitskoye,Russia,Kaluga Oblast,Zhukovsky District,Zhukovsky District
Troubky (Morava),,"Troubky, Czechia",49.4321478,17.3491503,,Troubky,Czechia,Olomouc Region,Přerov District,Přerov District
Ts'aokiatchoang (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Ts'i kiatchoang (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Tsakawei (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Tsangkaleu (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Tsankaghiao (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
"Tschutowka, RSFSR, in bello",,,,,,,,,,
Tseghiao (Chine),,"Qingdao, Shandong, China",36.067108,120.382609,,Qingdao,China,Shandong,,
Tsen-Tsong (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Tseso (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Tsihpao (Chine),,China,35.86166,104.195397,,,China,,,
Tsingshankiao (Anhwei),,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
Tsongming (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Tsongwangtsen,,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
Tsuhang (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Tuchorschitz (Čechy),,"Tuchořice, Czechia",50.28465,13.6625215,,Tuchořice,Czechia,Ústí nad Labem Region,Louny District,Louny District
Tučin pr Přerov (Morava),,"751 16 Tučín, Czechia",49.4539896,17.5150275,751 16,Tučín,Czechia,Olomouc Region,Přerov District,Přerov District
Tunochody (Čechy),,"Tunochody, 584 01 Číhošť, Czechia",49.759664,15.3324574,584 01,Číhošť,Czechia,Vysocina Region,Havlíčkův Brod District,Havlíčkův Brod District
Tupec nebo Tupesy (Morava),,"687 07 Tupesy, Czechia",49.0842687,17.3698354,687 07,Tupesy,Czechia,Zlin Region,Uherske Hradiste,Uherske Hradiste
Tyssa (Čechy),,"Tisá, Czechia",50.7845045,14.0313146,,Tisá,Czechia,Ústí nad Labem Region,Ústí nad Labem District,Ústí nad Labem District
Úboči (Čechy),,"Úbočí, 431 83 Výsluní, Czechia",50.4573497,13.236122,431 83,Výsluní,Czechia,Ústí nad Labem Region,Chomutov District,Chomutov District
Ufa (Siberia) in exilo,,"Ufa, Republic of Bashkortostan, Russia",54.734791,55.9578555,,Ufa,Russia,Republic of Bashkortostan,Ufimsky District,Ufimsky District
"Uherce, Rzcsz",,"330 23 Úherce, Czechia",49.7013791,13.2137226,330 23,Úherce,Czechia,Plzeň Region,Plzeň-North District,Plzeň-North District
Uherske-Hradišté,,"Uherske Hradiste, Czechia",49.0597969,17.4958501,,Uherske Hradiste,Czechia,Zlin Region,Uherske Hradiste,Uherske Hradiste
Uherské-Hradiště (Morava),,"Uherske Hradiste, Czechia",49.0597969,17.4958501,,Uherske Hradiste,Czechia,Zlin Region,Uherske Hradiste,Uherske Hradiste
Újezdec (Morava),,"687 41 Újezdec, Czechia",49.0361156,17.2719635,687 41,Újezdec,Czechia,Zlin Region,Uherske Hradiste,Uherske Hradiste
Ujezdsko (Morava),,"Újezdsko, 767 01 Kostelany, Czechia",49.2133664,17.3658295,767 01,Kostelany,Czechia,Zlin Region,Kroměříž District,Kroměříž District
Ulliersreith (Čechy),,"Oldřichov, 347 01 Tachov, Czechia",49.7945493,12.6704894,347 01,Tachov,Czechia,Plzeň Region,Tachov District,Tachov District
"Unter-Themenau, N.Ö.",,"Poštorná, 691 41 Breclav, Czechia",48.7484541,16.8697758,691 41,Breclav,Czechia,South Moravian Region,Břeclav District,Břeclav District
"Upytà, Li. SSR ",,"Upytė, Lithuania",55.6496329,24.229257,,Upytė,Lithuania,Panevėžys County,Panevėžys District Municipality,Panevėžys District Municipality
Urchlabí (Čechy),,"Vrchlabí, Czechia",50.6170886,15.6050062,,Vrchlabí,Czechia,Hradec Králové Region,Trutnov District,Trutnov District
Urnitz (Schlesien),,"Jaworek, Poland",50.2175575,16.7407665,57,Jaworek,Poland,Lower Silesian Voivodeship,Kłodzko County,Kłodzko County
Ursar (Uri),,,,,,,,,,
Usti (Čecky),,"Český Jiřetín, Czechia",50.7074897,13.5473892,,Český Jiřetín,Czechia,Ústí nad Labem Region,Most District,Most District
"Užupis, Li SSR",,"Užupis, Vilnius, Lithuania",54.6807316,25.2966193,,Vilnius,Lithuania,Vilnius County,Vilnius city municipality,Vilnius city municipality
Užwald (Livonia),,,,,,,,,,
Václavov (Morava),,"792 01 Václavov u Bruntálu, Czechia",49.9796986,17.3717342,792 01,Václavov u Bruntálu,Czechia,Moravian-Silesian Region,Bruntál District,Bruntál District
Valamburi (dc Tanjoren),,,,,,,,,,
Valdice (Čechy),,"507 11 Valdice, Czechia",50.455013,15.3848891,507 11,Valdice,Czechia,Hradec Králové Region,Jičín District,Jičín District
Varnes (Deutschland),,,,,,,,,,
Varniai (Li SSR),,"Varniai, Lithuania",55.7414779,22.3723309,,Varniai,Lithuania,Telšiai County,Telšiai District Municipality,Telšiai District Municipality
Vaylato (Lot),,,,,,,,,,
Včelnička (Čechy),,"394 70 Včelnička, Czechia",49.3044059,15.0424078,394 70,Včelnička,Czechia,Vysocina Region,Pelhřimov District,Pelhřimov District
Velehrad,,"687 06 Velehrad, Czechia",49.1054271,17.3942719,687 06,Velehrad,Czechia,Zlin Region,Uherske Hradiste,Uherske Hradiste
Velehrad (Morava),,"687 06 Velehrad, Czechia",49.1054271,17.3942719,687 06,Velehrad,Czechia,Zlin Region,Uherske Hradiste,Uherske Hradiste
