Places,Places without underlines and Fl Oc,Formatted address,Latitude,Longitude,Postal code,City,Country,Region,Department,Department number
(Fernando Póo),,"Bioko, Equatorial Guinea",3.6198322,8.7481167,,,Equatorial Guinea,,,
navigans ab ins. Fernando Póo in ins. Corigco,,"Bioko, Equatorial Guinea",3.6198322,8.7481167,,,Equatorial Guinea,,,
Sienhsien,,"Xian County, Cangzhou, Hebei, China",38.190185,116.122725,,Cangzhou,China,Hebei,,
in Oceano Atlantico (La Réunion - France),,Atlantic Ocean,-14.5994134,-28.6731465,,,,,,
Constantine,,"Constantine, Switzerland",46.9186759,7.0114287,,Constantine,Switzerland,Vaud,Broye-Vully District,Broye-Vully District
in Oceano Indico (pr Aden),,Indian Ocean,-33.137551,81.826172,,,,,,
(Puerto-Rico),,Puerto Rico,18.220833,-66.590149,,,Puerto Rico,,,
Eichwald (Čechy),,"Dubí, Czechia",50.6810392,13.7888467,,Dubí,Czechia,Ústí nad Labem Region,Teplice District,Teplice District
Mariaschien,,"Bohosudov, 417 42 Krupka, Czechia",50.681863,13.8716769,417 42,Krupka,Czechia,Ústí nad Labem Region,Teplice District,Teplice District
in medio oceano Atlantico (rediends ex Europa in Americam),,Atlantic Ocean,-14.5994134,-28.6731465,,,,,,
in mari Indico,,Indian Ocean,-33.137551,81.826172,,,,,,
Las Colimaçons,,Réunion,-21.115141,55.536384,,,Réunion,,,
Piuliyal (dc Madhuraien),,"Pulial, Himachal Pradesh 177045, India",31.7505913,76.4378128,177045,Pulial,India,Himachal Pradesh,Hamirpur,Hamirpur
Aden (Arabie),,"Aden, Yemen",12.7854969,45.0186548,,Aden,Yemen,Adan Governorate,,
Marienthal,,"38368 Mariental, Germany",52.2897807,10.9968147,38368,Mariental,Germany,Lower Saxony,,
"in lacu Huron, fracta navi Coburn, contra magnum sinum Saginaw",,Lake Huron,45.0521793,-82.485094,,,,,,
(Maurice),,Mauritius,-20.348404,57.552152,,,Mauritius,,,
Resid. San José (Rio Gr. do Sul),,"R. Getúlio Vargas, 172 - Centro, Pantano Grande - RS, 96690-000, Brazil",-30.1906326,-52.3701301,96690-000,,Brazil,Rio Grande do Sul,Pantano Grande,Pantano Grande
*Leopoldvoira (Magyarország),,Hungary,47.162494,19.5033041,,,Hungary,,,
Mauméri (Flores),,"Maumere, Uneng City, Alok, Sikka Regency, East Nusa Tenggara, Indonesia",-8.6245515,122.2146964,,Maumere,Indonesia,East Nusa Tenggara,Sikka Regency,Sikka Regency
(Deutschland),,Germany,51.165691,10.451526,,,Germany,,,
in mari Philippinarum,,Philippine Sea,19.4914108,132.5509603,,,,,,
Luna,,"50610 Luna, Zaragoza, Spain",42.166459,-0.932507,50610,Luna,Spain,Aragon,Zaragoza,Z
Kannen,,"Püllenweg, 41352 Korschenbroich, Germany",51.1982023,6.5486779,41352,Korschenbroich,Germany,Nordrhein-Westfalen,Düsseldorf,Düsseldorf
Ordrupshoj (Denmark),,"2920 Ordrup, Denmark",55.763123,12.579436,2920,Ordrup,Denmark,,,
(Sardegna),,"Sardinia, Italy",40.1208752,9.0128926,,,Italy,Sardinia,,
(Westfalen),,"North Rhine-Westphalia, Germany",51.4332367,7.6615938,,,Germany,North Rhine-Westphalia,,
Bodipoor (Bengala),,"West Bengal, India",22.9867569,87.8549755,,,India,West Bengal,,
Steamer-Point pr Aden (Arabie),,"Aden, Yemen",12.7854969,45.0186548,,Aden,Yemen,Adan Governorate,,
Tati (Rhodesia),,"Tati Siding, Botswana",-21.2795511,27.4908738,,Tati Siding,Botswana,North-East District,Francistown,Francistown
Mopea (Moçambique),,"Mopeia, Mozambique",-17.97391,35.7133849,,Mopeia,Mozambique,Zambezia Province,Mopela,Mopela
(Malta),,Malta,35.937496,14.375416,,,Malta,,,
Vechel,,"Veghel, Netherlands",51.6157885,5.5392399,,Veghel,Netherlands,North Brabant,Municipality of Meierijstad,Municipality of Meierijstad
(Ceylon),,Sri Lanka,7.873054,80.771797,,,Sri Lanka,,,
La Ressouerce pr St-Denis,,"Saint-Denis, France",48.936181,2.357443,,Saint-Denis,France,Île-de-France,Seine-Saint-Denis,Seine-Saint-Denis
(ins Trinidad),,Trinidad and Tobago,10.691803,-61.222503,,,Trinidad and Tobago,,,
Vera Cruz,,"Heroica Veracruz, Ver., Mexico",19.173773,-96.1342241,,Heroica Veracruz,Mexico,Veracruz,,
Penda-ma-Tenka (Rhodesia),,"Pandamatenga, Botswana",-18.5325039,25.6539512,,Pandamatenga,Botswana,North-West District,Chobe,Chobe
Masindrano (Madagascar),,"Toamasina, Madagascar",-18.1442811,49.3957836,,Toamasina,Madagascar,Toamasina Province,Atsinanana,Atsinanana
Tchangkiatchoang (Sienhsien),,"Xian County, Cangzhou, Hebei, China",38.190185,116.122725,,Cangzhou,China,Hebei,,
Chigurundi (Moçambique),,Mozambique,-18.665695,35.529562,,,Mozambique,,,
Weitsounn (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Tarabosch,,"Üsküdar/İstanbul, Turkey",41.0189417,29.0576298,,,Turkey,İstanbul,Üsküdar,Üsküdar
Kolcsa,,"Kalocsa, 6300 Hungary",46.5281229,18.9840376,6300,Kalocsa,Hungary,,,
(Canarias),,"Canary Islands, Spain",28.2915637,-16.6291304,,,Spain,Canary Islands,,
in mari pr Philippinas,,Philippine Sea,19.4914108,132.5509603,,,,,,
Erud (dc Tellicherrien),,"Erud, Jharkhand 829209, India",23.620139,85.1764491,829209,Erud,India,Jharkhand,Ranchi,Ranchi
Tsongwangtsen,,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
Thielt Notre-Dame (Fl Oc),,"8700 Tielt, Belgium",51.0001519,3.3263821,8700,Tielt,Belgium,Flanders,West Flanders,WV
Boavista (Para),,"Boa Vista, State of Roraima, Brazil",2.8235098,-60.6758331,,Boa Vista,Brazil,State of Roraima,Boa Vista,Boa Vista
S. Calcedonio (Matla),,Malta,35.937496,14.375416,,,Malta,,,
Hawthorn,,"Hawthorn VIC 3122, Australia",-37.8226005,145.0353696,3122,Hawthorn,Australia,Victoria,Boroondara City,Boroondara
Rose-Hill (Maurice),,"Beau Bassin-Rose Hill, Mauritius",-20.2230305,57.468383,,Beau Bassin-Rose Hill,Mauritius,Plaines Wilhems District,,
in flumine Magdalena,,"Magdalena River, Colombia",6.2086698,-74.5835049,,,Colombia,,,
Juliana (Palermo),,"90030 Giuliana, Sicily, PA, Italy",37.6704288,13.2376179,90030,"Giuliana, Sicily",Italy,Sicily,Province of Palermo,PA
Chishawasha (Rhodesia),,"Harare, Zimbabwe",-17.8216288,31.0492259,,Harare,Zimbabwe,Harare Province,Harare,Harare
Las Palmas (rediens aegrotus e Congo Belg),,"Municipality of Las Palmas, Las Palmas, Spain",28.1008837,-15.4653897,,,Spain,Canary Islands,Las Palmas,Las Palmas
Lela (Florres),,"Lela, Sikka Regency, East Nusa Tenggara, Indonesia",-8.7159954,122.1689284,,,Indonesia,East Nusa Tenggara,Sikka Regency,Sikka Regency
S. Baudilio de Llobregat (Barcelona),,"08830 Sant Boi de Llobregat, Barcelona, Spain",41.3458415,2.035041,8830,Sant Boi de Llobregat,Spain,Catalonia,Barcelona,Barcelona
Kotting (Flores),,"Ende, Kel. Rukunlima, South Ende, Ende Regency, East Nusa Tenggara, Indonesia",-8.854053,121.654198,,Ende,Indonesia,East Nusa Tenggara,Ende Regency,Ende Regency
"Ki Mwenza (Leopoldville, Kwango)",,"Kimwenza, Kinshasa, Democratic Republic of the Congo",-4.4710864,15.3014109,,Kinshasa,Democratic Republic of the Congo,Kinshasa,Lukunga,Lukunga
Amasya (Turquie),,"Amasya, Amasya District/Amasya, Turkey",40.656455,35.837347,,Amasya,Turkey,Amasya,Amasya District,Amasya District
"Santander, Esp.",,"Santander, Cantabria, Spain",43.4623057,-3.8099803,,Santander,Spain,Cantabria,Cantabria,S
Arona,,"28041 Arona, Province of Novara, Italy",45.7586155,8.5581824,28041,Arona,Italy,Piedmont,Province of Novara,NO
"Tchoukiaho (Kingtcheou, Chine)",,"Zhujiahe, Yuexi County, Anhui, Anqing, Anhui, China",31.150369,116.384325,,Anqing,China,Anhui,,
Zumbo,,"Zumbo, Mozambique",-15.6144615,30.4400839,,Zumbo,Mozambique,Tete Province,Zumbo,Zumbo
in mari e Philippinis rediens in Europam,,Philippine Sea,19.4914108,132.5509603,,,,,,
Zikawai,,"Xujiahui, Xuhui District, Shanghai, China",31.194503,121.437516,,,China,Shanghai,,
Lokaipang (Kiangus),,"Kaiping, Jiangmen, Guangdong Province, China",22.376395,112.698545,,Jiangmen,China,Guangdong Province,,
Karwin (qualis Polska),,"32-104 Karwin, Poland",50.1459517,20.2706576,32-104,Karwin,Poland,Lesser Poland Voivodeship,Proszowice County,Proszowice County
"Oed, O.Ö",,"3312 Oed bei Amstetten, Austria",48.12122,14.73815,3312,Oed bei Amstetten,Austria,Niederösterreich,Amstetten,Amstetten
Rio Grande (Rio Gr. do Sol),,"Rio Grande - RS, Brazil",-32.0395116,-52.101445,,,Brazil,State of Rio Grande do Sul,Rio Grande,Rio Grande
Thangkiathoang (Sienhsien),,"Xian County, Cangzhou, Hebei, China",38.190185,116.122725,,Cangzhou,China,Hebei,,
in mari Antillensi,,Lesser Antilles,16.6487427,-72.1348758,,,,,,
Rio Gr. (Rio Gr.do Sul),,"Rio Grande - RS, Brazil",-32.0395116,-52.101445,,,Brazil,State of Rio Grande do Sul,Rio Grande,Rio Grande
Split (Jugoslavija),,"21000, Split, Croatia",43.5081323,16.4401935,21000,Split,Croatia,Split-Dalmatia County,Općina Split,Općina Split
Embakwe (Rhodesia),,"Plumtree, Zimbabwe",-20.4888192,27.8103124,,Plumtree,Zimbabwe,Matabeleland South Province,Bulilimamangwe,Bulilimamangwe
Milltown Park,,"Milltown Park, Dublin, Ireland",53.3171675,-6.2451076,,Dublin,Ireland,County Dublin,,
Sienshien,,"Xian County, Cangzhou, Hebei, China",38.190185,116.122725,,Cangzhou,China,Hebei,,
(Tinos),,"Tinos, Greece",37.5773408,25.1652008,,,Greece,,,
Argonne (La Forêt d'),,"Forest of Argonne, 55120 Lachalade, France",49.1666667,5,55120,Lachalade,France,Grand Est,Meuse,Meuse
St. Georges,,"86130 Saint-Georges-lès-Baillargeaux, France",46.66991,0.399673,86130,Saint-Georges-lès-Baillargeaux,France,Nouvelle-Aquitaine,Vienne,Vienne
"in bello, in Gallia",,France,46.227638,2.213749,,,France,,,
Paria,,"Paria, UT, USA",37.251438,-111.943901,,Paria,United States,Utah,Kane County,Kane County
pr Cegel (Srbija),,"Çeğel, 28502 Çeğel/Tirebolu/Giresun, Turkey",40.9419479,38.773387,28502,Çeğel,Turkey,Giresun,Tirebolu,Tirebolu
(Belgique),,Belgium,50.503887,4.469936,,,Belgium,,,
(India),,India,20.593684,78.96288,,,India,,,
St.Saviour,,"St Saviour, Jersey",49.1894141,-2.0830344,,,Jersey,St Saviour,,
Zamość (qualis Polska),,"22-400 Zamosc, Poland",50.7230879,23.2519685,22-400,Zamosc,Poland,Lublin Voivodeship,Zamość County,Zamość County
Pali (B-Pyrénées),,"14 Rue Dunoyer de Segonzac, 06200 Nice, France",43.6711317,7.2207634,6200,Nice,France,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Alpes-Maritimes
(Filipinas),,Philippines,12.879721,121.774017,,,Philippines,,,
Riverview,,"Riverview NSW 2066, Australia",-33.82466,151.1622,2066,Riverview,Australia,New South Wales,Lane Cove Municipal Council,Lane Cove
Rom,,"Rome, Metropolitan City of Rome, Italy",41.9027835,12.4963655,,Rome,Italy,Lazio,Metropolitan City of Rome,RM
Chillǎn (Ňuble),,"Chillán, Chillan, Ñuble, Chile",-36.6062618,-72.1023351,,Chillán,Chile,Ñuble,Diguillín Province,Diguillín Province
"Ruda Śląska, Kat.",,"Stara 15, 41-703 Ruda Śląska, Poland",50.312428,18.881033,41-703,Ruda Śląska,Poland,Śląskie,Ruda Śląska,Ruda Śląska
"Kochawina, USSR",,"Vulytsya Ya. Mudroho, Hnizdychiv, L'vivs'ka oblast, Ukraine, 81739",49.3238842,24.0928674,81740,Hnizdychiv,Ukraine,L'vivs'ka oblast,Zhydachivs'kyi district,Zhydachivs'kyi district
Canton,,"Canton, NY 13617, USA",44.5956163,-75.1690942,13617,Canton,United States,New York,St. Lawrence County,St Lawrence County
Amurrio (Álava),,"01470 Amurrio, Álava, Spain",43.0518654,-3.0013109,1470,Amurrio,Spain,Basque Country,Álava,Álava
"Albertyn, BSSR",,"Фабричная 1, Слоним, 231800, Slonim, Belarus",53.0833738,25.3912953,,Slonim,Belarus,Hrodna Region,Slonim District,Slonim District
Cueno,,"12100 Cuneo, Province of Cuneo, Italy",44.3844766,7.5426711,12100,Cuneo,Italy,Piedmont,Province of Cuneo,CN
Krosno (qualis Polska),,"Krosno, Poland",49.6824761,21.7660531,38,Krosno,Poland,Podkarpackie Voivodeship,Krosno County,Krosno County
Hradec Králové (Čechy),,"Eliščino nábř. 465/7, 500 03 Hradec Králové, Czechia",50.211657,15.8290036,500 03,Hradec Králové,Czechia,Královéhradecký kraj,Hradec Králové,Hradec Králové
"Kochavina, USSR.",,"Vulytsya Ya. Mudroho, Hnizdychiv, L'vivs'ka oblast, Ukraine, 81740",49.3238842,24.0928674,81740,Hnizdychiv,Ukraine,L'vivs'ka oblast,Zhydachivs'kyi district,Zhydachivs'kyi district
(Cuba),,Cuba,21.521757,-77.781167,,,Cuba,,,
"Lieunte Grudziądz, Bydg.",,"Grudziadz, Poland",53.4837486,18.7535649,86,Grudziadz,Poland,Kuyavian-Pomeranian Voivodeship,Grudziądz County,Grudziądz County
"Grudziądz, Bygd.",,"Grudziadz, Poland",53.4837486,18.7535649,86,Grudziadz,Poland,Kuyavian-Pomeranian Voivodeship,Grudziądz County,Grudziądz County
Grudziądz,,"Grudziadz, Poland",53.4837486,18.7535649,86,Grudziadz,Poland,Kuyavian-Pomeranian Voivodeship,Grudziądz County,Grudziądz County
Oberwyl (qualisSchweiz),,"4104 Oberwil, Switzerland",47.5159745,7.5582003,4104,Oberwil,Switzerland,Basel-Landschaft,Arlesheim District,Arlesheim District
"Makowja, RSFSR",,"17-210 Makówka, Poland",52.8959334,23.538294,17-210,Makówka,Poland,Podlaskie Voivodeship,Hajnówka County,Hajnówka County
Złotoria (qualis Polska),,"Złotoria, Poland",52.9905646,18.7175396,87,Złotoria,Poland,Kuyavian-Pomeranian Voivodeship,toruński,toruński
"Chelm (qualis, Polska)",,"Chelm, Poland",51.1431232,23.4711986,22,Chelm,Poland,Lublin Voivodeship,Chełm County,Chełm County
(Miss Kisantu),,"Kisantu, Democratic Republic of the Congo",-5.1382186,15.0908147,,Kisantu,Democratic Republic of the Congo,Kongo Central,Cataractes,Cataractes
(Miss Mangaloren),,"Mangalore, Karnataka, India",12.9141417,74.8559568,,Mangalore,India,Karnataka,Dakshina Kannada,Dakshina Kannada
(Miss.Ranchien),,"Ranchi, Jharkhand, India",23.3440997,85.309562,,Ranchi,India,Jharkhand,Ranchi,Ranchi
(Miss Calcutten),,"Kolkata, West Bengal, India",22.572646,88.363895,,Kolkata,India,West Bengal,,
"(Miss Brokenhill, Zambia)",,"Broken Hill NSW 2880, Australia",-31.9539135,141.4539396,2880,Broken Hill,Australia,New South Wales,,
Genf,,"Geneva, Switzerland",46.2043907,6.1431577,,Geneva,Switzerland,Geneva,Geneva,Geneva
Glesing,,"81539 Giesing, Germany",48.112853,11.5928229,81539,Giesing,Germany,Bayern,Oberbayern,Oberbayern
in bello Taiga (Ural RSFSR),,"Ural Mountains, Russia",60.2784931,59.1619065,,,Russia,,,
Wincentów (qualis Polska),,"21-100 Wincentów, Poland",51.4828145,22.5817544,21-100,Wincentów,Poland,Lublin Voivodeship,Lubartów County,Lubartów County
Kami-Shikika (Schachalin),,"Leonidovo, Sakhalin Oblast, Russia, 694230",49.291889,142.878669,694230,Leonidovo,Russia,Sakhalin Oblast,Poronaiskii,Poronaiskii
"Bietigheim (qualis, Deutschland)",,"Bietigheim-Bissingen, Germany",48.9471605,9.1305037,,Bietigheim-Bissingen,Germany,Baden-Württemberg,Stuttgart,Süd
(Zambia),,Zambia,-13.133897,27.849332,,,Zambia,,,
Osek,,"Osek, Czechia",50.6225367,13.691388,,Osek,Czechia,Ústí nad Labem Region,Teplice District,Teplice District
Kimbongo (Kwango),,"Kimbongo, Democratic Republic of the Congo",-6.133333,18.016667,,Kimbongo,Democratic Republic of the Congo,Bandundu,Kwango,Kwango
"Wiszniew ad Lida, Warsz",,"Vishnyeva, Belarus",54.1389194,26.2202089,,Vishnyeva,Belarus,Minsk Region,Valozhyn District,Valozhyn District
Vagenśperg,,"1275 Bogenšperk, Slovenia",46.0234125,14.8574726,1275,Bogenšperk,Slovenia,Litija,,
Drongen (Fl Or),,"9031 Drongen, Belgium",51.05048,3.6633,9031,Drongen,Belgium,Flanders,East Flanders,OV
Maidenhead (Berkshire),,"Maidenhead SL6, UK",51.522414,-0.7219,SL6,Maidenhead,United Kingdom,England,Windsor and Maidenhead,Windsor and Maidenhead
Lastrup i. Oldenburg,,"Vlämische Str. 24, 49688 Lastrup, Germany",52.7959714,7.862765,49688,Lastrup,Germany,Niedersachsen,,
"(M.Lusaken, Zambia)",,"Alick Nkhata Rd, Lusaka, Zambia",-15.4075034,28.3303808,,Lusaka,Zambia,Lusaka Province,Lusaka,Lusaka
"Shan, in carcere",,"Shan, Myanmar (Burma)",22.0361985,98.1338558,,,Myanmar (Burma),Shan,,
Oberwill (qualis Schweiz),,"4104 Oberwil, Switzerland",47.5159745,7.5582003,4104,Oberwil,Switzerland,Basel-Landschaft,Arlesheim District,Arlesheim District
(Nicaragua),,Nicaragua,12.865416,-85.207229,,,Nicaragua,,,
Moravec,,"592 54 Moravec, Czechia",49.4401042,16.1433149,592 54,Moravec,Czechia,Vysocina Region,Žďár nad Sázavou District,Žďár nad Sázavou District
Giadri,,"Viale Beethoven, 92, 00144 Roma RM, Italy",41.830681,12.4655266,144,Roma,Italy,Lazio,Città Metropolitana di Roma,RM
Spring Hill,,"Spring Hill, TN, USA",35.751179,-86.9300023,,Spring Hill,United States,Tennessee,Maury County,Maury County
"Lindau (qualis, Deutschland)",,"88131 Lindau, Germany",47.5797815,9.6789333,88131,Lindau,Germany,Bavaria,Swabia,Swabia
Moravec (Morava),,"592 54 Moravec, Czechia",49.4401042,16.1433149,592 54,Moravec,Czechia,Vysocina Region,Žďár nad Sázavou District,Žďár nad Sázavou District
Parcei Nôvo,,"Pareci Novo - RS, Brazil",-29.6370732,-51.3978877,,,Brazil,State of Rio Grande do Sul,Pareci Novo,Pareci Novo
Leuze (quzlis Belgique),,"Leuze-en-Hainaut, Belgium",50.6000942,3.6262371,,Leuze-en-Hainaut,Belgium,Wallonia,Hainaut,HT
Ogden,,"Ogden, UT, USA",41.223,-111.9738304,,Ogden,United States,Utah,Weber County,Weber County
New York (St.Vinvent's Hospital),,"New York, NY 10036, USA",40.7602619,-73.9932872,10036,New York,United States,New York,New York County,New York County
Periur (dc Madhuraien),,"Peraiyur, Tamil Nadu 625703, India",9.7353861,77.7896347,625703,Peraiyur,India,Tamil Nadu,Madurai,Madurai
Permasesns (Bayern),,"Ringstraße 72-74, 66953 Pirmasens, Germany",49.2024949,7.6029676,66953,Pirmasens,Germany,Rheinland-Pfalz,,
(Danmark),,Denmark,56.26392,9.501785,,,Denmark,,,
Nasik Road (dc Poonen),,"Nashik Road, Nashik, Maharashtra, India",19.9728896,73.8229516,,Nashik,India,Maharashtra,Nashik,Nashik
"Oberwil (qualis, Schweiz)",,"4104 Oberwil, Switzerland",47.5159745,7.5582003,4104,Oberwil,Switzerland,Basel-Landschaft,Arlesheim District,Arlesheim District
(Polska),,Poland,51.919438,19.145136,,,Poland,,,
(Maryland),,"Maryland, USA",39.0457549,-76.6412712,,,United States,Maryland,,
(Scotland),,"Scotland, UK",56.4906712,-4.2026458,,,United Kingdom,Scotland,,
(Brabant),,"North Brabant, Netherlands",51.4826537,5.2321687,,,Netherlands,North Brabant,,
(Ireland),,Ireland,53.1423672,-7.6920536,,,,,,
(Varmia),,"Warmian-Masurian Voivodeship, Poland",53.8671117,20.7027861,,,Poland,Warmian-Masurian Voivodeship,,
(Elládah),,Greece,39.074208,21.824312,,,Greece,,,
(lebeniensis),,Lebanon,33.854721,35.862285,,,Lebanon,,,
(Lancashire),,"Lancashire, UK",53.7632254,-2.7044052,,,United Kingdom,England,Lancashire,Lancashire
"Upytà, Li. SSR",,"Upytė, Lithuania",55.6496329,24.229257,,Upytė,Lithuania,Panevėžys County,Panevėžys District Municipality,Panevėžys District Municipality
(America),,United States,37.09024,-95.712891,,,United States,,,
(neapolitanus),,"Naples, Metropolitan City of Naples, Italy",40.8517983,14.26812,,,Italy,Campania,Metropolitan City of Naples,NA
(Armorique),,"Armorican Massif, 56930 Pluméliau-Bieuzy, France",48,-3,56930,Pluméliau-Bieuzy,France,Brittany,Morbihan,Morbihan
"Drissa, BSSR",,"Verkhnyadzvinsk, Belarus",55.7811663,27.9335835,,Verkhnyadzvinsk,Belarus,Vitebsk Region,Verkhniadzvinsk District,Verkhniadzvinsk District
(Castilla la Nueva),,"Castilla la Nueva, Meta, Colombia",3.827834,-73.690164,,Castilla la Nueva,Colombia,Meta,Castilla la Nueva,Castilla la Nueva
(dc Paderbornen),,"Wilfried-Finke-Allee 1 GmbH & Co. KGaA, Benteler Arena, 33104 Paderborn, Germany",51.730759,8.710265,33104,Paderborn,Germany,Nordrhein-Westfalen,Detmold,Detmold
"Montgomery, Md",,"Montgomery County, MD, USA",39.1547426,-77.2405153,,,United States,Maryland,Montgomery County,Montgomery County
(Armenia),,Armenia,40.069099,45.038189,,,Armenia,,,
(España),,Spain,40.463667,-3.74922,,,Spain,,,
(Menorca),,"Minorca, Balearic Islands, Spain",39.9496287,4.1104449,,,Spain,Balearic Islands,Balearic Islands,Balearic Islands
(Md.),,"Maryland, USA",39.0457549,-76.6412712,,,United States,Maryland,,
(Livonia),,Latvia,56.879635,24.603189,,,Latvia,,,
Aire (Pas-de-C),,"62120 Aire-sur-la-Lys, France",50.638757,2.396187,62120,Aire-sur-la-Lys,France,Hauts-de-France,Pas-de-Calais,Pas-de-Calais
Sta. Barbara (Casera),,"Santa Bàrbara, 43570, Tarragona, Spain",40.7145478,0.4927543,43570,,Spain,Catalonia,Tarragona,Tarragona
(BSSR),,Belarus,53.709807,27.953389,,,Belarus,,,
(Monferrato),,"Montferrat, Italy",44.8175587,8.7046627,,,Italy,Piemonte,,
(Kobrynensis) (Li. SSR),,"Kobryn, Belarus",52.2117585,24.3562415,,Kobryn,Belarus,Brest Region,Kobryn District,Kobryn District
Giogia (Caserta),,"81010 Gioia Sannitica, Province of Caserta, Italy",41.299736,14.4445658,81010,Gioia Sannitica,Italy,Campania,Province of Caserta,CE
(dc Clogherien),,"Cloghereen, Co. Contae Chiarraí, Ireland",52.033333,-9.483333,,,Ireland,Contae Chiarraí,,
Lepel; BSSR,,"Lepiel, Belarus",54.8789852,28.7031126,,Lepiel,Belarus,Vitebsk Region,Lepel District,Lepel District
Crevola (Novara),,"28865 Crevoladossola, Province of Verbano-Cusio-Ossola, Italy",46.1485563,8.2866334,28865,,Italy,Piedmont,Province of Verbano-Cusio-Ossola,VB
"Glargin (par. Luthézien, Ain)",,"Ain, France",46.2475706,5.1307681,,,France,Auvergne-Rhône-Alpes,Ain,Ain
Illúkste (Kurland),,"Ilūkste, Ilūkstes pilsēta, Latvia",55.976315,26.305525,,Ilūkste,Latvia,,Ilūkstes pilsēta,Ilūkstes pilsēta
(King's),,"Offaly, Co. Offaly, Ireland",53.2356871,-7.7122229,,,Ireland,County Offaly,Offaly,Offaly
(Limbourg),,"Limbourg, Belgium",50.6203121,5.9418935,,Limbourg,Belgium,Wallonia,Liege,LG
"Korzen, BSSR",,"Koren', Belarus",54.3414187,27.7299498,,Koren',Belarus,Minsk Region,Lahoisk District,Lahoisk District
"(Bourgogne, France)",,"Burgundy, France",47.0525047,4.3837215,,,France,Bourgogne-Franche-Comté,,
(dc Augustan Vindelicorum),,"Augsburg, Germany",48.3705449,10.89779,,Augsburg,Germany,Bavaria,Swabia,Swabia
Ugbrooke Park (Devon),,"Ugbrooke House, Chudleigh, Newton Abbot TQ13 0AD, UK",50.5912953,-3.5896115,TQ13 0AD,Chudleigh,United Kingdom,England,Devon,Devon
Emmerich,,"46446 Emmerich, Germany",51.8395929,6.2517303,46446,Emmerich,Germany,North Rhine-Westphalia,Düsseldorf,Düsseldorf
"(Prince George's, Md.)",,"Prince George's County, MD, USA",38.7849211,-76.8720961,,,United States,Maryland,Prince George's County,Prince George's County
"Dobre, Mścislaw",,"Mscislaŭ, Belarus",54.0206321,31.7220403,,Mscislaŭ,Belarus,Mogilev Region,Mstsislaw District,Mstsislaw District
Lieszek (Arva),,"027 12 Liesek, Slovakia",49.3607719,19.676296,027 12,Liesek,Slovakia,Žilina Region,Tvrdošín District,Tvrdošín District
(dc Friburgen),,"Freiburg im Breisgau, Germany",47.9990077,7.8421043,,Freiburg im Breisgau,Germany,Baden-Württemberg,Freiburg,Freiburg
(dc Corcagien),,"Ćirila i Metodija 2а, Beograd 11000, Serbia",44.803888,20.481741,11000,Beograd,Serbia,,Grad Beograd,Grad Beograd
Elene (Fl Or),,"Elene, 9620 Zottegem, Belgium",50.890414,3.8102911,9620,Zottegem,Belgium,Flanders,East Flanders,OV
"Svaraszczyzna, BSSR",,"Suwalki, Poland",54.1115218,22.9307881,16,Suwalki,Poland,Podlaskie Voivodeship,Suwałki,Suwałki
"(Jefferson, Va.)",,"West Falls Church, VA, USA",38.8645565,-77.1877587,,West Falls Church,United States,Virginia,Fairfax County,Fairfax County
*Puckva (Čechy),,"020 01 Púchov, Slovakia",49.1235654,18.3241203,020 01,Púchov,Slovakia,Trenčín Region,Púchov District,Púchov District
St Amand (dc Mechlinien),,"62760 Saint-Amand, France",50.164124,2.557699,62760,Saint-Amand,France,Hauts-de-France,Pas-de-Calais,Pas-de-Calais
(Bengala),,"West Bengal, India",22.9867569,87.8549755,,,India,West Bengal,,
Hemalle (qualis Liège),,"Hermalle-sous-Argenteau, 4681 Oupeye, Belgium",50.7112191,5.6800351,4681,Oupeye,Belgium,Wallonia,Liege,LG
Mayo,,"Mayo, Co. Mayo, Ireland",54.0152604,-9.4289369,,,Ireland,County Mayo,Mayo,Mayo
"Stary Sącz, Krak.",,"Stary Sącz, 22 Stycznia, 33-340 Stary Sącz, Poland",49.558984,20.6432197,33-340,Stary Sącz,Poland,Małopolskie,nowosądecki,nowosądecki
St. John,,"St John, 00830, USVI",18.3368114,-64.7280952,830,,U.S. Virgin Islands,St. John,,
Melle (F1 Or),,"9090 Melle, Belgium",51.0036598,3.8003144,9090,Melle,Belgium,Flanders,East Flanders,OV
Arredondo (Santander),,"39813 Arredondo, Cantabria, Cantabria, Spain",43.2741785,-3.6002547,39813,"Arredondo, Cantabria",Spain,Cantabria,Cantabria,S
"Budobol, Li. SSR",,"Budobol, Belarus",55.3555232,29.3490314,,Budobol,Belarus,Vitebsk Region,Shumilina District,Shumilina District
*Groot-Vossen,,"Vossen, 3888 Uddel, Netherlands",52.2142248,5.7520085,3888,Uddel,Netherlands,Gelderland,Apeldoorn,Apeldoorn
"(Munster, Ireland)",,"Munster, Ireland",52.2217725,-8.5566638,,,Ireland,,,
(Isle of Wight),,"Isle of Wight, United Kingdom",50.6938479,-1.304734,,,United Kingdom,England,Isle of Wight,Isle of Wight
(dc Vatefordien),,"Waterford, CT, USA",41.3542395,-72.164816,,Waterford,United States,Connecticut,New London County,New London County
(dc Baltimoren),,"Baltimore, MD, USA",39.2903848,-76.6121893,,Baltimore,United States,Maryland,,
